-8.834818378090858459e-03,-7.810967508703470230e-03,1.703491620719432831e-02,-9.237119928002357483e-03,1.893918029963970184e-02,-5.509121809154748917e-03,2.165101096034049988e-02,1.559211220592260361e-02,2.355075255036354065e-02,3.816103562712669373e-02,-4.297598823904991150e-02,1.265864912420511246e-02,-3.596405964344739914e-03,2.245361544191837311e-02,3.924921527504920959e-02,7.042815908789634705e-03
2.406423725187778473e-02,3.839063644409179688e-02,-6.783005595207214355e-02,1.701246760785579681e-02,2.360208425670862198e-03,-9.687943011522293091e-02,-2.303147502243518829e-02,3.659915551543235779e-02,1.274732965975999832e-02,-1.078048124909400940e-01,-4.750022292137145996e-02,-8.013051748275756836e-02,4.745608195662498474e-02,-4.712934792041778564e-02,5.450156703591346741e-02,5.948545411229133606e-02
-7.380717433989048004e-03,4.618762060999870300e-03,-1.830128580331802368e-02,2.390112541615962982e-02,-1.635587029159069061e-02,-2.975041419267654419e-02,1.347859483212232590e-02,2.336544916033744812e-02,3.412444889545440674e-02,9.626915678381919861e-03,9.015413001179695129e-03,-3.117337822914123535e-02,-2.027880866080522537e-03,9.233690798282623291e-03,-2.324950695037841797e-02,2.296594670042395592e-03
4.588974639773368835e-02,-3.979329019784927368e-02,5.810402333736419678e-03,1.643635332584381104e-03,-2.955080382525920868e-02,4.994831979274749756e-03,-4.264488816261291504e-04,-2.792236767709255219e-02,-2.192476950585842133e-02,1.837139204144477844e-02,-3.007073514163494110e-02,9.391404688358306885e-03,4.651299491524696350e-02,4.028343036770820618e-02,8.267998695373535156e-03,3.080267831683158875e-02
2.573836594820022583e-02,-1.238247938454151154e-02,-4.240858368575572968e-03,3.402763232588768005e-02,2.896823920309543610e-02,3.170690685510635376e-02,-1.517310040071606636e-03,5.043713003396987915e-02,3.563444595783948898e-03,-2.536464668810367584e-02,2.118467539548873901e-02,-4.858290776610374451e-02,-1.788906939327716827e-02,-9.689387865364551544e-03,2.616735361516475677e-02,1.833194680511951447e-02
3.428499773144721985e-02,5.851788073778152466e-02,-2.368815615773200989e-02,3.408829122781753540e-02,-3.319145739078521729e-02,1.489800028502941132e-02,-1.991124823689460754e-02,3.287007566541433334e-03,1.289671193808317184e-02,-1.937312446534633636e-02,-3.138683736324310303e-02,-2.322462387382984161e-02,-3.407239541411399841e-02,-5.477375164628028870e-02,-3.241683915257453918e-02,3.294855356216430664e-02
-1.699467375874519348e-02,8.590907789766788483e-03,-4.280621558427810669e-02,-2.052029222249984741e-02,-7.848245091736316681e-03,-2.895084768533706665e-02,-3.909059613943099976e-02,4.307522624731063843e-02,3.258696198463439941e-02,7.957224734127521515e-03,-2.879449166357517242e-02,-3.686153143644332886e-02,-6.263807881623506546e-03,-2.349116466939449310e-02,3.993316739797592163e-02,2.547076717019081116e-02
1.056412234902381897e-02,-2.462071925401687622e-02,3.790848329663276672e-02,-1.400117296725511551e-02,1.098843850195407867e-02,1.894013583660125732e-02,-1.940129883587360382e-02,-5.528516601771116257e-03,1.161373220384120941e-02,4.720957018435001373e-03,9.789875708520412445e-03,-2.872735075652599335e-02,2.561080269515514374e-02,-3.167450428009033203e-02,3.569646552205085754e-02,-3.636733395978808403e-03
4.295710939913988113e-03,3.673824295401573181e-02,1.586658507585525513e-02,-6.248278543353080750e-02,-1.651451224461197853e-03,-2.551012113690376282e-02,-1.987416762858629227e-04,-3.752329200506210327e-02,-2.669027447700500488e-02,1.687442511320114136e-02,8.029631339013576508e-03,3.801574558019638062e-02,-4.073177464306354523e-03,-2.066858485341072083e-02,-3.025045245885848999e-02,-3.165449574589729309e-02
-4.267210140824317932e-02,3.098263777792453766e-02,-4.338371008634567261e-02,-3.620314225554466248e-02,-2.723449654877185822e-02,1.478755380958318710e-02,-9.377175010740756989e-03,-5.706514231860637665e-03,-2.259940281510353088e-02,4.508079960942268372e-03,-7.621729746460914612e-03,-5.935035645961761475e-02,-3.692988678812980652e-02,-2.693003788590431213e-02,1.332721952348947525e-02,5.321711674332618713e-02
-4.697782546281814575e-02,-1.829992234706878662e-02,7.547179609537124634e-02,-2.964628115296363831e-02,4.030587524175643921e-02,-9.173631668090820312e-03,-5.066132172942161560e-02,-2.515609376132488251e-02,2.054975740611553192e-02,-3.410384804010391235e-02,-4.269364848732948303e-02,2.424889057874679565e-02,8.641008753329515457e-05,-1.951843872666358948e-02,-4.395198076963424683e-03,-6.956682540476322174e-03
-1.078431494534015656e-02,4.871973022818565369e-02,1.015799306333065033e-02,3.770741820335388184e-02,5.161707848310470581e-02,2.595978230237960815e-02,2.623874507844448090e-02,2.329223975539207458e-02,1.114647649228572845e-02,2.258484251797199249e-02,3.088826686143875122e-02,-3.255226835608482361e-02,-3.905771672725677490e-02,1.723641157150268555e-02,-4.498591274023056030e-02,-4.602905362844467163e-02
4.877919796854257584e-03,1.973644644021987915e-02,-8.124683983623981476e-03,1.180896814912557602e-02,2.581870928406715393e-02,4.641036968678236008e-03,1.944961259141564369e-03,-1.731627248227596283e-02,3.020184114575386047e-03,2.115939278155565262e-03,-2.321866154670715332e-02,-1.786371506750583649e-02,2.058189921081066132e-02,-5.482708290219306946e-02,1.906587556004524231e-02,3.451298922300338745e-02
-6.839488632977008820e-03,4.647121205925941467e-02,-2.597215061541646719e-04,5.428021773695945740e-03,3.147387504577636719e-02,2.062083967030048370e-02,-3.643741458654403687e-02,3.994817286729812622e-02,-5.971683934330940247e-02,3.454749286174774170e-02,-2.953406609594821930e-02,-1.640713959932327271e-02,-3.453572513535618782e-03,2.021448127925395966e-02,1.399834826588630676e-02,-5.562236532568931580e-02
-1.986708678305149078e-02,2.668387256562709808e-02,9.712867438793182373e-03,-6.462357193231582642e-02,-1.188274566084146500e-02,4.112673178315162659e-02,1.472698058933019638e-02,-6.238566711544990540e-03,-3.441466251388192177e-04,3.306969627737998962e-02,-6.076647434383630753e-03,2.003746852278709412e-02,6.815123837441205978e-03,-2.583481371402740479e-03,-5.120692774653434753e-02,-3.609205409884452820e-02
2.816167660057544708e-02,-2.974434942007064819e-02,5.972560960799455643e-03,1.096201501786708832e-02,1.650911197066307068e-02,1.151458639651536942e-02,1.862878724932670593e-02,1.853956840932369232e-02,2.117012254893779755e-02,5.454862490296363831e-03,-4.139297455549240112e-02,-8.023966103792190552e-03,-2.397291921079158783e-02,3.688449412584304810e-02,-1.941114896908402443e-05,-1.509113237261772156e-03
1.460989098995923996e-02,8.644694462418556213e-03,-1.815641112625598907e-02,-2.326688915491104126e-02,2.171484986320137978e-03,1.986717991530895233e-02,8.808518759906291962e-03,-5.609442014247179031e-03,1.161327492445707321e-02,-2.057848125696182251e-02,-7.458182517439126968e-03,7.463687658309936523e-02,1.754596084356307983e-02,-1.125250570476055145e-02,-3.670935332775115967e-02,-4.186247661709785461e-02
